,comp_index,salb_index,overlap_percent,adm_level,comp_source
0,0,4,55.87904718705949,adm2,ocha
1,1,0,92.93890904205067,adm2,ocha
2,2,5,60.71194959037701,adm2,ocha
3,3,5,11.738294690758686,adm2,ocha
4,4,16,25.298784567748772,adm2,ocha
5,5,14,48.16415054948041,adm2,ocha
6,6,4,24.630078623217173,adm2,ocha
7,7,16,20.949127536029103,adm2,ocha
8,8,16,31.9460294568009,adm2,ocha
9,9,12,28.322877713013106,adm2,ocha
10,10,30,37.078919811463784,adm2,ocha
11,11,18,29.652963287607502,adm2,ocha
12,12,25,26.195681615250304,adm2,ocha
13,13,4,15.290448039713683,adm2,ocha
14,14,19,31.612549396310037,adm2,ocha
15,15,17,25.826053997875007,adm2,ocha
16,16,13,51.739700689153054,adm2,ocha
17,17,32,42.26195999377486,adm2,ocha
18,18,12,27.550726177358094,adm2,ocha
19,19,25,14.47089734455681,adm2,ocha
20,20,21,45.57857490056692,adm2,ocha
21,21,25,36.9159669113527,adm2,ocha
22,22,31,65.15201264234604,adm2,ocha
23,23,22,39.991894458491764,adm2,ocha
24,24,2,22.50177779408128,adm2,ocha
25,25,26,48.895500434515284,adm2,ocha
26,26,15,32.18048670727664,adm2,ocha
27,27,20,24.162964671516807,adm2,ocha
28,28,19,25.819409939292843,adm2,ocha
29,29,11,40.60769977385988,adm2,ocha
30,30,28,26.30467785651533,adm2,ocha
31,31,10,24.683487115498124,adm2,ocha
32,32,23,19.442023948968835,adm2,ocha
33,33,13,31.021832088509843,adm2,ocha
34,34,9,37.748815060726756,adm2,ocha
35,35,10,5.517800816424396,adm2,ocha
36,36,31,9.080981525346248,adm2,ocha
37,37,18,37.70719142546131,adm2,ocha
38,38,18,14.386086568742801,adm2,ocha
39,39,24,22.715118394657786,adm2,ocha
40,40,1,27.555389340996133,adm2,ocha
41,41,8,62.98125486386957,adm2,ocha
42,42,7,13.54354794871975,adm2,ocha
43,43,5,12.632210753493158,adm2,ocha
44,44,15,48.28932724887747,adm2,ocha
45,45,2,6.762028516183961,adm2,ocha
46,46,17,28.341861915357548,adm2,ocha
47,47,9,27.524061228628526,adm2,ocha
48,48,20,22.09636776082521,adm2,ocha
49,49,15,14.688941599318872,adm2,ocha
50,50,29,42.02690459279917,adm2,ocha
51,51,6,48.33984202435631,adm2,ocha
52,52,26,14.181621840908157,adm2,ocha
53,53,24,49.80589327216431,adm2,ocha
54,54,23,53.3922114961434,adm2,ocha
55,55,27,34.24831631889937,adm2,ocha
56,56,13,13.44044920045196,adm2,ocha
57,57,18,14.109052007682008,adm2,ocha
58,58,32,21.758685151072626,adm2,ocha
59,59,28,11.916910010574227,adm2,ocha
60,60,22,34.49601119185948,adm2,ocha
61,61,9,30.79366022245877,adm2,ocha
62,62,11,27.843621409900326,adm2,ocha
63,63,12,40.74114842541681,adm2,ocha
64,64,23,20.676445678318945,adm2,ocha
65,65,7,20.6032863305443,adm2,ocha
66,66,19,20.882717617938955,adm2,ocha
67,67,28,57.924902250681896,adm2,ocha
68,68,2,13.366366870039089,adm2,ocha
69,69,6,45.28639151438561,adm2,ocha
70,70,31,11.546643759751214,adm2,ocha
71,71,26,34.14814245355022,adm2,ocha
72,72,7,43.53066414371252,adm2,ocha
73,73,24,25.21880171817169,adm2,ocha
74,74,27,25.6245824221663,adm2,ocha
75,75,8,31.287652607345517,adm2,ocha
76,76,11,27.48047463366241,adm2,ocha
77,77,25,19.57090283537646,adm2,ocha
78,78,7,5.254559427961068,adm2,ocha
79,79,3,56.35188128142736,adm2,ocha
80,80,32,16.333717517932776,adm2,ocha
81,81,1,61.10013582094902,adm2,ocha
82,82,29,56.32963956132813,adm2,ocha
83,83,7,15.40205381048619,adm2,ocha
84,84,14,8.944346958368033,adm2,ocha
85,85,23,4.004797691987102,adm2,ocha
86,86,21,18.124009722774005,adm2,ocha
87,87,19,8.846595637390214,adm2,ocha
88,88,2,50.1656149237903,adm2,ocha
89,89,14,10.792165952701884,adm2,ocha
90,90,3,40.39906771498848,adm2,ocha
91,91,17,36.658904237517774,adm2,ocha
92,92,32,10.279626058686093,adm2,ocha
93,93,31,13.041020662497568,adm2,ocha
94,94,22,21.698152288390933,adm2,ocha
95,95,5,10.45344930909476,adm2,ocha
96,96,14,28.322283592671972,adm2,ocha
97,97,10,33.140746305204516,adm2,ocha
98,98,27,37.59863349511319,adm2,ocha
99,99,17,7.063790421113106,adm2,ocha
100,100,10,33.043728773406414,adm2,ocha
101,101,32,6.972279587119528,adm2,ocha
102,102,20,40.554183708275524,adm2,ocha
103,103,16,18.38311514737688,adm2,ocha
104,104,30,58.79137166680252,adm2,ocha
105,105,19,10.838102406229066,adm2,ocha
106,106,20,10.398832481422836,adm2,ocha
107,107,21,32.84657439486717,adm2,ocha
