,country,level,avg_overlap_percent,comp_source
0,tgo,adm0,98.5395358065331,ocha
1,tgo,adm1,95.5945312265837,ocha
2,tgo,adm2,80.83994694006292,ocha
3,tgo,all,82.82847977265149,ocha
