,country,level,avg_overlap_percent,comp_source
0,nga,adm0,99.50938063246038,ocha
1,nga,adm1,98.20193139301108,ocha
2,nga,adm2,86.29768066899946,ocha
3,nga,all,86.85638630539341,ocha
