,country,level,avg_overlap_percent,comp_source
0,ecu,adm0,99.59896022406794,ocha
1,ecu,adm1,93.05477370625404,ocha
2,ecu,adm2,93.16617964024547,ocha
3,ecu,all,93.18077016918163,ocha
