,comp_index,salb_index,overlap_percent,adm_level,comp_source
0,0,11,98.61630079958914,adm1,esri
1,1,1,99.52066666629804,adm1,esri
2,2,4,99.51510626802353,adm1,esri
3,3,6,97.72323643144114,adm1,esri
4,4,3,97.5427478484233,adm1,esri
5,5,7,99.51225810674029,adm1,esri
6,6,10,94.12474462517064,adm1,esri
7,7,8,97.51349663817349,adm1,esri
8,8,5,99.51962712095491,adm1,esri
9,9,9,99.37650881260836,adm1,esri
