,comp_index,salb_index,overlap_percent,adm_level,comp_source
0,0,1,93.60896012384833,adm1,esri
1,1,3,98.49649321952273,adm1,esri
2,2,8,96.36199328195482,adm1,esri
3,3,4,94.18217166834573,adm1,esri
4,4,6,94.22480026969107,adm1,esri
5,5,7,93.65421757171039,adm1,esri
6,6,9,98.02894762138699,adm1,esri
7,7,5,95.05074549196559,adm1,esri
8,8,0,98.26406213179885,adm1,esri
9,9,2,95.41459564224559,adm1,esri
