,country,level,avg_overlap_percent,comp_source
0,sen,adm0,99.32981178021764,ocha
1,sen,adm1,98.98227250759388,ocha
2,sen,adm2,97.9466879128678,ocha
3,sen,all,98.21137638275972,ocha
