,country,level,avg_overlap_percent,comp_source
0,civ,adm0,99.52737262338506,ocha
1,civ,adm1,41.21838171082518,ocha
2,civ,adm2,29.383927093316917,ocha
3,civ,all,32.62815559971016,ocha
