,country,level,avg_overlap_percent,comp_source
0,ner,adm0,99.75908061387044,ocha
1,ner,adm1,87.15401606363562,ocha
2,ner,adm2,94.83914788331163,ocha
3,ner,all,94.09492259611623,ocha
