,country,level,avg_overlap_percent,comp_source
0,moz,adm0,99.85438779496896,ocha
1,moz,adm1,99.10498974946867,ocha
2,moz,adm2,96.38469436840874,ocha
3,moz,all,96.57997473459716,ocha
