,comp_index,salb_index,overlap_percent,adm_level,comp_source
0,0,2,95.75636319358675,adm1,ocha
1,1,4,95.21723330464302,adm1,ocha
2,2,1,94.78069395831781,adm1,ocha
3,3,0,95.80166393916856,adm1,ocha
4,4,3,96.41670173720235,adm1,ocha
