,country,level,avg_overlap_percent,comp_source
0,lso,adm0,99.8847654339326,ocha
1,lso,adm1,99.56406354609933,ocha
2,lso,adm2,12.785870888531047,ocha
3,lso,all,23.51486887865559,ocha
